quality,effort,ssimulacra2_mean,ssimulacra2_p05,ssimulacra2_p25,ssimulacra2_p50,ssimulacra2_p75,ssimulacra2_p95,ssimulacra2_min,ssimulacra2_max,psnr_mean,psnr_p05,psnr_p25,psnr_p50,psnr_p75,psnr_p95,psnr_min,psnr_max,ssim_mean,ssim_p05,ssim_p25,ssim_p50,ssim_p75,ssim_p95,ssim_min,ssim_max,butteraugli_mean,butteraugli_p05,butteraugli_p25,butteraugli_p50,butteraugli_p75,butteraugli_p95,butteraugli_min,butteraugli_max,file_size_mean,file_size_p05,file_size_p25,file_size_p50,file_size_p75,file_size_p95,file_size_min,file_size_max,bits_per_pixel_mean,bits_per_pixel_p05,bits_per_pixel_p25,bits_per_pixel_p50,bits_per_pixel_p75,bits_per_pixel_p95,bits_per_pixel_min,bits_per_pixel_max,encoding_time_mean,encoding_time_p05,encoding_time_p25,encoding_time_p50,encoding_time_p75,encoding_time_p95,encoding_time_min,encoding_time_max,encoding_time_per_pixel_mean,encoding_time_per_pixel_p05,encoding_time_per_pixel_p25,encoding_time_per_pixel_p50,encoding_time_per_pixel_p75,encoding_time_per_pixel_p95,encoding_time_per_pixel_min,encoding_time_per_pixel_max,compression_ratio_mean,compression_ratio_p05,compression_ratio_p25,compression_ratio_p50,compression_ratio_p75,compression_ratio_p95,compression_ratio_min,compression_ratio_max,bits_per_ssimulacra2_per_pixel_mean,bits_per_ssimulacra2_per_pixel_p05,bits_per_ssimulacra2_per_pixel_p25,bits_per_ssimulacra2_per_pixel_p50,bits_per_ssimulacra2_per_pixel_p75,bits_per_ssimulacra2_per_pixel_p95,bits_per_ssimulacra2_per_pixel_min,bits_per_ssimulacra2_per_pixel_max,bits_per_psnr_per_pixel_mean,bits_per_psnr_per_pixel_p05,bits_per_psnr_per_pixel_p25,bits_per_psnr_per_pixel_p50,bits_per_psnr_per_pixel_p75,bits_per_psnr_per_pixel_p95,bits_per_psnr_per_pixel_min,bits_per_psnr_per_pixel_max,bits_per_ssim_per_pixel_mean,bits_per_ssim_per_pixel_p05,bits_per_ssim_per_pixel_p25,bits_per_ssim_per_pixel_p50,bits_per_ssim_per_pixel_p75,bits_per_ssim_per_pixel_p95,bits_per_ssim_per_pixel_min,bits_per_ssim_per_pixel_max,bits_per_butteraugli_per_pixel_mean,bits_per_butteraugli_per_pixel_p05,bits_per_butteraugli_per_pixel_p25,bits_per_butteraugli_per_pixel_p50,bits_per_butteraugli_per_pixel_p75,bits_per_butteraugli_per_pixel_p95,bits_per_butteraugli_per_pixel_min,bits_per_butteraugli_per_pixel_max
60,1,68.28,66.71,67.65,68.4,69.03,69.68,66.47,69.84,32.7,31.29,31.41,32.44,33.72,34.47,31.25,34.65,0.8892,0.8195,0.8741,0.9059,0.9211,0.9356,0.8059,0.9393,3.514,3.328,3.332,3.448,3.629,3.792,3.327,3.833,2.072e+05,1.377e+05,1.627e+05,2.161e+05,2.607e+05,2.642e+05,131492,265122,0.613,0.3604,0.4593,0.625,0.7787,0.8489,0.3357,0.8664,0.1935,0.1839,0.1847,0.188,0.1968,0.2108,0.1837,0.2143,6.985e-08,6.671e-08,6.79e-08,6.871e-08,7.066e-08,7.458e-08,6.641e-08,7.556e-08,21.41,16.51,17.71,21.01,24.72,26.87,16.22,27.4,0.009025,0.005189,0.006719,0.009129,0.01143,0.01271,0.004807,0.01303,0.01894,0.01062,0.01435,0.01917,0.02376,0.02693,0.009688,0.02772,0.688,0.405,0.5575,0.7095,0.84,0.9409,0.3669,0.9661,2.148,1.237,1.718,2.294,2.724,2.855,1.117,2.888
60,2,68.28,66.71,67.65,68.4,69.03,69.68,66.47,69.84,32.7,31.29,31.41,32.44,33.72,34.47,31.25,34.65,0.8892,0.8195,0.8741,0.9059,0.9211,0.9356,0.8059,0.9393,3.514,3.328,3.332,3.448,3.629,3.792,3.327,3.833,2.072e+05,1.377e+05,1.627e+05,2.161e+05,2.607e+05,2.642e+05,131492,265122,0.613,0.3604,0.4593,0.625,0.7787,0.8489,0.3357,0.8664,0.1952,0.1833,0.1868,0.1947,0.2031,0.2078,0.1825,0.209,7.056e-08,6.607e-08,6.651e-08,6.971e-08,7.376e-08,7.625e-08,6.596e-08,7.687e-08,21.41,16.51,17.71,21.01,24.72,26.87,16.22,27.4,0.009025,0.005189,0.006719,0.009129,0.01143,0.01271,0.004807,0.01303,0.01894,0.01062,0.01435,0.01917,0.02376,0.02693,0.009688,0.02772,0.688,0.405,0.5575,0.7095,0.84,0.9409,0.3669,0.9661,2.148,1.237,1.718,2.294,2.724,2.855,1.117,2.888
60,3,68.28,66.71,67.65,68.4,69.03,69.68,66.47,69.84,32.7,31.29,31.41,32.44,33.72,34.47,31.25,34.65,0.8892,0.8195,0.8741,0.9059,0.9211,0.9356,0.8059,0.9393,3.514,3.328,3.332,3.448,3.629,3.792,3.327,3.833,1.891e+05,1.231e+05,1.499e+05,1.991e+05,2.383e+05,2.413e+05,116347,242019,0.5599,0.3224,0.4237,0.5758,0.712,0.7751,0.297,0.7909,0.2113,0.1903,0.1965,0.2119,0.2266,0.2313,0.1888,0.2325,7.633e-08,6.876e-08,7.083e-08,7.651e-08,8.201e-08,8.365e-08,6.824e-08,8.406e-08,23.56,18.09,19.36,22.74,26.93,30.16,17.77,30.97,0.008243,0.004642,0.006199,0.00841,0.01045,0.01161,0.004253,0.0119,0.0173,0.009507,0.01325,0.01766,0.02172,0.02459,0.008572,0.02531,0.6287,0.3627,0.5147,0.654,0.768,0.8592,0.3246,0.882,1.963,1.108,1.586,2.114,2.491,2.607,0.9883,2.637
60,4,69.11,67.45,68.13,69.2,70.17,70.63,67.28,70.75,32.89,31.37,31.62,32.61,33.88,34.82,31.3,35.05,0.8927,0.8252,0.8765,0.9091,0.9254,0.9372,0.8124,0.9402,3.467,3.332,3.384,3.438,3.52,3.642,3.319,3.672,1.957e+05,1.306e+05,1.568e+05,2.056e+05,2.445e+05,2.469e+05,124017,247556,0.5787,0.3419,0.4429,0.5945,0.7303,0.7933,0.3166,0.809,0.229,0.2135,0.2161,0.2186,0.2316,0.2591,0.2129,0.266,8.256e-08,7.719e-08,7.811e-08,8.169e-08,8.614e-08,8.916e-08,7.695e-08,8.992e-08,22.6,17.67,18.87,21.98,25.7,28.39,17.37,29.06,0.008413,0.004868,0.006436,0.008575,0.01055,0.01173,0.004476,0.01202,0.0178,0.009971,0.01372,0.01815,0.02223,0.02512,0.009033,0.02584,0.6477,0.3819,0.5337,0.6729,0.7869,0.8783,0.344,0.9011,2.007,1.16,1.598,2.112,2.521,2.708,1.051,2.755
60,5,68.23,62.95,64.83,67.64,71.05,74.32,62.49,75.14,33.23,30.8,32.26,32.97,33.94,36.05,30.43,36.58,0.9033,0.8543,0.8761,0.9118,0.939,0.9404,0.8488,0.9408,3.847,3.514,3.726,3.915,4.036,4.083,3.461,4.094,1.577e+05,1.152e+05,1.359e+05,1.642e+05,1.861e+05,1.911e+05,110028,192302,0.4648,0.3014,0.3836,0.475,0.5562,0.614,0.2809,0.6284,0.9045,0.8394,0.8746,0.9143,0.9441,0.9558,0.8306,0.9587,3.266e-07,3.083e-07,3.176e-07,3.304e-07,3.394e-07,3.395e-07,3.059e-07,3.395e-07,27.32,22.85,24.82,27.09,29.59,32.12,22.36,32.75,0.006976,0.004077,0.005431,0.007054,0.008598,0.009765,0.003738,0.01006,0.01429,0.008423,0.0114,0.01441,0.0173,0.01998,0.00768,0.02065,0.517,0.3276,0.4438,0.5297,0.6028,0.6885,0.2986,0.7099,1.817,1.065,1.438,1.886,2.265,2.472,0.9722,2.524
60,6,68.7,63.26,65.44,68.34,71.6,74.63,62.71,75.39,33.31,30.89,32.38,33.02,33.95,36.13,30.52,36.67,0.9046,0.8549,0.8776,0.914,0.941,0.9412,0.8492,0.9413,3.786,3.295,3.634,3.874,4.026,4.154,3.21,4.186,1.615e+05,1.18e+05,1.396e+05,1.684e+05,1.904e+05,1.953e+05,112606,196578,0.4761,0.3088,0.394,0.4872,0.5692,0.6278,0.2875,0.6424,1.445,1.37,1.41,1.428,1.464,1.543,1.36,1.563,5.218e-07,5.012e-07,5.113e-07,5.164e-07,5.269e-07,5.499e-07,4.987e-07,5.557e-07,26.67,22.35,24.25,26.4,28.82,31.36,21.87,32,0.007094,0.004158,0.005534,0.007159,0.008718,0.009939,0.003814,0.01024,0.0146,0.008614,0.01171,0.01475,0.01764,0.02037,0.007839,0.02105,0.5286,0.3355,0.4557,0.5424,0.6152,0.7024,0.3054,0.7242,1.85,1.028,1.447,1.893,2.295,2.61,0.9229,2.689
60,7,68.76,63.27,65.48,68.43,71.71,74.7,62.72,75.44,33.34,30.92,32.39,33.03,33.98,36.2,30.56,36.75,0.9054,0.8558,0.8788,0.9147,0.9413,0.9419,0.85,0.9421,3.795,3.22,3.613,3.913,4.095,4.205,3.122,4.233,1.621e+05,1.184e+05,1.402e+05,1.692e+05,1.911e+05,1.959e+05,112963,197098,0.4777,0.3099,0.3958,0.4892,0.5712,0.6295,0.2884,0.6441,1.719,1.609,1.67,1.703,1.752,1.853,1.593,1.878,6.233e-07,5.503e-07,5.684e-07,6.274e-07,6.823e-07,6.904e-07,5.458e-07,6.925e-07,26.57,22.28,24.16,26.29,28.7,31.26,21.81,31.9,0.007113,0.004168,0.005549,0.00718,0.008745,0.009965,0.003823,0.01027,0.01464,0.008628,0.01175,0.01481,0.0177,0.0204,0.007847,0.02108,0.53,0.3364,0.4573,0.5444,0.6171,0.7034,0.3061,0.725,1.868,1.01,1.448,1.922,2.342,2.65,0.9003,2.726
60,8,66.88,61.38,63.65,66.41,69.64,73.04,60.81,73.89,33.06,30.59,32.09,32.81,33.78,35.87,30.21,36.39,0.9007,0.8511,0.8727,0.9091,0.9371,0.9386,0.8457,0.939,3.837,3.349,3.579,3.898,4.156,4.24,3.292,4.261,1.508e+05,1.084e+05,1.295e+05,1.584e+05,1.797e+05,1.828e+05,103080,183577,0.4448,0.2837,0.3659,0.458,0.5369,0.5873,0.2632,0.5999,5.831,5.362,5.635,5.808,6.003,6.332,5.293,6.414,2.102e-06,2.052e-06,2.07e-06,2.1e-06,2.131e-06,2.156e-06,2.047e-06,2.162e-06,28.66,23.87,25.69,28.12,31.09,34.18,23.42,34.96,0.00682,0.003907,0.005289,0.006926,0.008456,0.009584,0.003562,0.009865,0.01375,0.007971,0.01093,0.01396,0.01679,0.01924,0.007232,0.01986,0.4962,0.3092,0.4249,0.512,0.5833,0.661,0.2803,0.6804,1.752,0.9569,1.319,1.834,2.267,2.431,0.8663,2.472
60,9,66.91,61.41,63.69,66.45,69.67,73.06,60.84,73.9,33.07,30.6,32.1,32.83,33.79,35.87,30.22,36.39,0.9009,0.8514,0.873,0.9094,0.9373,0.9387,0.846,0.939,3.837,3.349,3.579,3.898,4.156,4.24,3.292,4.261,1.525e+05,1.087e+05,1.315e+05,1.611e+05,1.822e+05,1.844e+05,103030,184916,0.4498,0.2847,0.3715,0.466,0.5443,0.5923,0.263,0.6043,8.061,7.463,7.836,8.051,8.277,8.674,7.37,8.773,2.908e-06,2.813e-06,2.867e-06,2.911e-06,2.952e-06,2.999e-06,2.8e-06,3.011e-06,28.37,23.67,25.33,27.63,30.68,34.12,23.25,34.98,0.006893,0.003921,0.005368,0.007041,0.008567,0.009659,0.003559,0.009933,0.01391,0.008001,0.01109,0.0142,0.01702,0.0194,0.007228,0.02,0.5017,0.3104,0.4314,0.5208,0.5911,0.6663,0.2801,0.6851,1.772,0.9607,1.34,1.866,2.298,2.452,0.8659,2.491
60,10,66.87,61.35,63.64,66.41,69.64,73.04,60.77,73.89,33.06,30.58,32.09,32.81,33.78,35.87,30.21,36.39,0.9007,0.8511,0.8727,0.9091,0.9371,0.9386,0.8457,0.939,3.837,3.349,3.579,3.898,4.156,4.24,3.292,4.261,1.504e+05,1.081e+05,1.291e+05,1.579e+05,1.792e+05,1.823e+05,102799,183059,0.4436,0.2829,0.3647,0.4568,0.5356,0.5857,0.2625,0.5982,5.855,5.453,5.759,5.914,6.009,6.174,5.376,6.215,2.114e-06,2.005e-06,2.092e-06,2.138e-06,2.16e-06,2.189e-06,1.984e-06,2.196e-06,28.74,23.94,25.75,28.2,31.18,34.28,23.49,35.05,0.006803,0.003896,0.005273,0.006907,0.008437,0.009562,0.003552,0.009843,0.01372,0.007948,0.01089,0.01393,0.01675,0.01919,0.007212,0.0198,0.4948,0.3083,0.4236,0.5106,0.5819,0.6592,0.2795,0.6785,1.747,0.9542,1.315,1.829,2.261,2.425,0.864,2.466
70,1,73.56,71.83,72.95,73.83,74.44,74.92,71.55,75.04,33.62,32.19,32.28,33.4,34.74,35.36,32.16,35.52,0.9041,0.839,0.8922,0.9194,0.9313,0.948,0.8257,0.9522,2.904,2.65,2.752,2.919,3.071,3.137,2.625,3.153,2.538e+05,1.64e+05,1.998e+05,2.656e+05,3.196e+05,3.271e+05,155053,328924,0.7518,0.4296,0.5647,0.7681,0.9551,1.051,0.3959,1.075,0.2027,0.1895,0.195,0.2024,0.21,0.2163,0.1881,0.2179,7.328e-08,6.823e-08,6.915e-08,7.226e-08,7.639e-08,7.976e-08,6.8e-08,8.06e-08,17.6,13.35,14.45,17.05,20.21,22.63,13.07,23.24,0.01027,0.005753,0.007663,0.01039,0.013,0.01462,0.005276,0.01502,0.02256,0.01237,0.01727,0.02293,0.02822,0.03225,0.01115,0.03326,0.8293,0.4768,0.6712,0.8567,1.015,1.143,0.4282,1.176,2.185,1.234,1.745,2.18,2.62,3.142,1.106,3.272
70,2,73.56,71.83,72.95,73.83,74.44,74.92,71.55,75.04,33.62,32.19,32.28,33.4,34.74,35.36,32.16,35.52,0.9041,0.839,0.8922,0.9194,0.9313,0.948,0.8257,0.9522,2.904,2.65,2.752,2.919,3.071,3.137,2.625,3.153,2.538e+05,1.64e+05,1.998e+05,2.656e+05,3.196e+05,3.271e+05,155053,328924,0.7518,0.4296,0.5647,0.7681,0.9551,1.051,0.3959,1.075,0.1988,0.1876,0.1882,0.1946,0.2051,0.2158,0.1874,0.2185,7.175e-08,6.838e-08,6.932e-08,7.114e-08,7.356e-08,7.597e-08,6.814e-08,7.657e-08,17.6,13.35,14.45,17.05,20.21,22.63,13.07,23.24,0.01027,0.005753,0.007663,0.01039,0.013,0.01462,0.005276,0.01502,0.02256,0.01237,0.01727,0.02293,0.02822,0.03225,0.01115,0.03326,0.8293,0.4768,0.6712,0.8567,1.015,1.143,0.4282,1.176,2.185,1.234,1.745,2.18,2.62,3.142,1.106,3.272
70,3,73.56,71.83,72.95,73.83,74.44,74.92,71.55,75.04,33.62,32.19,32.28,33.4,34.74,35.36,32.16,35.52,0.9041,0.839,0.8922,0.9194,0.9313,0.948,0.8257,0.9522,2.904,2.65,2.752,2.919,3.071,3.137,2.625,3.153,2.34e+05,1.504e+05,1.866e+05,2.463e+05,2.937e+05,3.002e+05,141319,301882,0.693,0.3942,0.5277,0.7124,0.8777,0.9648,0.3608,0.9865,0.2022,0.192,0.1971,0.2031,0.2081,0.2112,0.1907,0.212,7.32e-08,6.785e-08,6.861e-08,7.185e-08,7.643e-08,8.042e-08,6.766e-08,8.142e-08,19.1,14.54,15.72,18.33,21.7,24.74,14.24,25.5,0.009469,0.005279,0.007161,0.00964,0.01195,0.01342,0.004808,0.01379,0.02081,0.01135,0.01614,0.02127,0.02593,0.02961,0.01016,0.03053,0.7649,0.4377,0.6275,0.7951,0.9325,1.05,0.3903,1.079,2.015,1.133,1.631,2.024,2.407,2.884,1.008,3.003
70,4,74.25,72.34,73.35,74.47,75.37,75.85,72.08,75.97,33.78,32.36,32.36,33.46,34.88,35.67,32.35,35.86,0.9067,0.8428,0.8939,0.9219,0.9346,0.9492,0.8301,0.9528,2.914,2.695,2.791,2.914,3.037,3.134,2.671,3.158,2.405e+05,1.581e+05,1.934e+05,2.528e+05,2.999e+05,3.057e+05,149205,307118,0.7117,0.4141,0.5468,0.7312,0.8961,0.9821,0.3809,1.004,0.2275,0.2149,0.2247,0.2298,0.2326,0.237,0.2124,0.238,8.241e-08,7.609e-08,7.658e-08,8.011e-08,8.593e-08,9.195e-08,7.597e-08,9.346e-08,18.45,14.28,15.39,17.83,20.89,23.5,14,24.15,0.009636,0.005486,0.007374,0.009803,0.01206,0.01355,0.005014,0.01392,0.02129,0.01182,0.01661,0.02175,0.02643,0.0301,0.01062,0.03101,0.7838,0.4575,0.6466,0.8141,0.9513,1.068,0.4103,1.097,2.071,1.202,1.696,2.1,2.476,2.901,1.078,3.008
70,5,73.94,69.3,71.3,73.71,76.34,78.9,68.8,79.54,34.18,31.91,33.15,33.83,34.86,36.93,31.61,37.45,0.918,0.8709,0.8962,0.9273,0.9491,0.952,0.8646,0.9527,3.163,2.722,2.891,3.222,3.494,3.52,2.68,3.527,2.013e+05,1.441e+05,1.719e+05,2.09e+05,2.385e+05,2.478e+05,137119,250186,0.5941,0.3771,0.4854,0.6044,0.7132,0.7967,0.3501,0.8176,0.9379,0.8874,0.9283,0.9517,0.9613,0.9689,0.8772,0.9709,3.393e-07,3.084e-07,3.352e-07,3.487e-07,3.528e-07,3.572e-07,3.017e-07,3.583e-07,21.51,17.62,19.38,21.29,23.43,25.71,17.19,26.28,0.008184,0.004798,0.006385,0.008226,0.01002,0.01151,0.004401,0.01188,0.01773,0.01031,0.01416,0.01786,0.02143,0.02498,0.009349,0.02587,0.6492,0.406,0.5525,0.6628,0.7595,0.8733,0.3693,0.9018,1.939,1.033,1.413,1.967,2.493,2.806,0.9383,2.884
70,6,74.26,69.49,71.72,74.22,76.76,79.09,68.93,79.67,34.24,31.99,33.13,33.84,34.96,37.05,31.7,37.58,0.9188,0.8707,0.8973,0.9285,0.9501,0.9534,0.8641,0.9542,3.076,2.617,2.937,3.155,3.295,3.425,2.537,3.458,2.053e+05,1.477e+05,1.76e+05,2.132e+05,2.425e+05,2.519e+05,140621,254280,0.6058,0.3866,0.4971,0.6166,0.7253,0.8099,0.359,0.831,1.46,1.331,1.388,1.455,1.527,1.596,1.316,1.613,5.261e-07,5.11e-07,5.137e-07,5.263e-07,5.387e-07,5.409e-07,5.104e-07,5.414e-07,21.06,17.34,19.05,20.86,22.87,25.07,16.91,25.63,0.008307,0.004905,0.006501,0.008333,0.01014,0.01167,0.004506,0.01206,0.01804,0.01055,0.01451,0.01821,0.02174,0.02532,0.009554,0.02621,0.6613,0.4159,0.566,0.6759,0.7711,0.8861,0.3784,0.9149,1.922,1.024,1.478,1.952,2.395,2.778,0.9107,2.874
70,7,74.44,69.69,71.79,74.25,76.9,79.47,69.16,80.11,34.31,32.03,33.16,33.86,35.01,37.22,31.75,37.78,0.9198,0.8718,0.8987,0.9299,0.951,0.9536,0.865,0.9543,3.09,2.663,2.961,3.153,3.282,3.431,2.588,3.469,2.053e+05,1.476e+05,1.761e+05,2.133e+05,2.425e+05,2.518e+05,140466,254062,0.6057,0.3864,0.4974,0.6169,0.7252,0.8093,0.3586,0.8303,1.669,1.582,1.613,1.662,1.718,1.766,1.574,1.778,6.044e-07,5.459e-07,5.623e-07,6.058e-07,6.48e-07,6.61e-07,5.418e-07,6.642e-07,21.07,17.35,19.06,20.85,22.86,25.1,16.92,25.65,0.008287,0.004881,0.006496,0.008334,0.01013,0.01163,0.004477,0.012,0.01801,0.01049,0.0145,0.01821,0.02172,0.02527,0.009494,0.02615,0.6604,0.4152,0.5657,0.6759,0.7706,0.8841,0.3775,0.9125,1.927,1.041,1.49,1.95,2.387,2.781,0.9282,2.88
70,8,72.94,68.31,70.26,72.67,75.35,77.95,67.82,78.6,34.04,31.75,33,33.65,34.69,36.89,31.44,37.44,0.9162,0.8686,0.8942,0.926,0.948,0.9499,0.8622,0.9504,3.161,2.749,3.032,3.26,3.389,3.433,2.678,3.444,1.902e+05,1.343e+05,1.621e+05,1.978e+05,2.259e+05,2.353e+05,127371,237696,0.5615,0.3518,0.458,0.5721,0.6756,0.7565,0.3252,0.7768,5.772,5.265,5.656,5.853,5.969,6.166,5.167,6.215,2.082e-06,2.001e-06,2.074e-06,2.107e-06,2.115e-06,2.126e-06,1.983e-06,2.128e-06,22.84,18.56,20.46,22.49,24.87,27.61,18.09,28.29,0.007846,0.004531,0.006107,0.007897,0.009637,0.01109,0.004137,0.01145,0.01685,0.009631,0.01341,0.01699,0.02043,0.02385,0.008686,0.02471,0.6149,0.3792,0.5228,0.629,0.7211,0.831,0.3433,0.8584,1.823,0.9777,1.405,1.873,2.291,2.599,0.871,2.676
70,9,72.94,68.31,70.27,72.68,75.35,77.95,67.83,78.6,34.05,31.75,33,33.65,34.69,36.89,31.44,37.44,0.9162,0.8686,0.8942,0.926,0.948,0.9499,0.8622,0.9504,3.161,2.749,3.032,3.26,3.389,3.433,2.678,3.444,1.897e+05,1.339e+05,1.617e+05,1.974e+05,2.255e+05,2.348e+05,126977,237093,0.5602,0.3507,0.4568,0.571,0.6744,0.7547,0.3242,0.7748,8.105,7.441,7.89,8.14,8.355,8.72,7.328,8.812,2.923e-06,2.828e-06,2.893e-06,2.943e-06,2.972e-06,2.989e-06,2.812e-06,2.994e-06,22.9,18.61,20.5,22.54,24.94,27.69,18.13,28.38,0.007828,0.004518,0.00609,0.007881,0.009619,0.01106,0.004125,0.01142,0.01681,0.009602,0.01337,0.01696,0.02039,0.0238,0.00866,0.02465,0.6135,0.3781,0.5213,0.6277,0.7199,0.829,0.3423,0.8563,1.819,0.9748,1.401,1.869,2.287,2.593,0.8683,2.669
70,10,72.92,68.22,70.22,72.66,75.37,77.99,67.72,78.65,34.04,31.75,33,33.65,34.69,36.88,31.43,37.43,0.9161,0.8686,0.8942,0.926,0.9479,0.9499,0.8622,0.9504,3.153,2.744,3.031,3.258,3.381,3.416,2.672,3.425,1.897e+05,1.34e+05,1.617e+05,1.975e+05,2.254e+05,2.344e+05,127081,236595,0.56,0.3509,0.4569,0.5711,0.6741,0.7534,0.3245,0.7732,5.885,5.396,5.678,5.899,6.106,6.354,5.326,6.416,2.122e-06,2.055e-06,2.083e-06,2.133e-06,2.171e-06,2.175e-06,2.048e-06,2.176e-06,22.9,18.64,20.5,22.54,24.93,27.67,18.17,28.36,0.007828,0.004518,0.006091,0.007885,0.009621,0.01106,0.004125,0.01142,0.0168,0.00961,0.01338,0.01696,0.02038,0.02375,0.008669,0.0246,0.6132,0.3784,0.5215,0.6278,0.7195,0.8275,0.3426,0.8545,1.813,0.9736,1.401,1.868,2.28,2.574,0.8669,2.648
80,1,78.98,77.18,78.36,79.34,79.95,80.27,76.88,80.35,34.72,33.07,33.39,34.65,35.98,36.46,33,36.58,0.9191,0.8592,0.9106,0.9331,0.9417,0.9596,0.8463,0.9641,2.381,2.225,2.34,2.415,2.457,2.49,2.196,2.498,3.214e+05,2.03e+05,2.546e+05,3.374e+05,4.041e+05,4.174e+05,190099,420702,0.9529,0.5323,0.7203,0.9757,1.208,1.342,0.4853,1.375,0.2128,0.2071,0.2104,0.2121,0.2144,0.2195,0.2063,0.2208,7.701e-08,7.137e-08,7.505e-08,7.666e-08,7.862e-08,8.313e-08,7.045e-08,8.426e-08,13.98,10.46,11.43,13.38,15.94,18.35,10.22,18.96,0.01212,0.006653,0.009106,0.01228,0.0153,0.01737,0.00604,0.01788,0.02768,0.01491,0.02147,0.02821,0.03442,0.03969,0.01327,0.04101,1.034,0.5832,0.8376,1.07,1.266,1.433,0.5195,1.475,2.269,1.278,1.753,2.241,2.757,3.299,1.159,3.434
80,2,78.98,77.18,78.36,79.34,79.95,80.27,76.88,80.35,34.72,33.07,33.39,34.65,35.98,36.46,33,36.58,0.9191,0.8592,0.9106,0.9331,0.9417,0.9596,0.8463,0.9641,2.381,2.225,2.34,2.415,2.457,2.49,2.196,2.498,3.214e+05,2.03e+05,2.546e+05,3.374e+05,4.041e+05,4.174e+05,190099,420702,0.9529,0.5323,0.7203,0.9757,1.208,1.342,0.4853,1.375,0.2124,0.1993,0.2,0.2082,0.2206,0.2315,0.1991,0.2342,7.684e-08,6.949e-08,7.153e-08,7.686e-08,8.217e-08,8.415e-08,6.898e-08,8.465e-08,13.98,10.46,11.43,13.38,15.94,18.35,10.22,18.96,0.01212,0.006653,0.009106,0.01228,0.0153,0.01737,0.00604,0.01788,0.02768,0.01491,0.02147,0.02821,0.03442,0.03969,0.01327,0.04101,1.034,0.5832,0.8376,1.07,1.266,1.433,0.5195,1.475,2.269,1.278,1.753,2.241,2.757,3.299,1.159,3.434
80,3,78.98,77.18,78.36,79.34,79.95,80.27,76.88,80.35,34.72,33.07,33.39,34.65,35.98,36.46,33,36.58,0.9191,0.8592,0.9106,0.9331,0.9417,0.9596,0.8463,0.9641,2.381,2.225,2.34,2.415,2.457,2.49,2.196,2.498,2.979e+05,1.884e+05,2.386e+05,3.142e+05,3.734e+05,3.846e+05,175780,387448,0.883,0.4941,0.6752,0.9086,1.116,1.236,0.4488,1.266,0.2176,0.2149,0.216,0.2169,0.2185,0.2212,0.2147,0.2218,7.884e-08,7.182e-08,7.59e-08,7.808e-08,8.103e-08,8.693e-08,7.08e-08,8.841e-08,15.07,11.35,12.37,14.34,17.04,19.81,11.1,20.5,0.01123,0.006175,0.008536,0.01144,0.01414,0.016,0.005585,0.01647,0.02565,0.01384,0.02013,0.02628,0.0318,0.03658,0.01227,0.03777,0.958,0.5414,0.7854,0.9966,1.169,1.321,0.4804,1.359,2.103,1.186,1.643,2.088,2.547,3.04,1.071,3.163
80,4,79.38,77.56,78.6,79.68,80.47,80.79,77.3,80.86,34.82,33.17,33.44,34.68,36.07,36.66,33.11,36.81,0.9206,0.8614,0.9115,0.9346,0.9436,0.9603,0.8489,0.9644,2.364,2.182,2.277,2.388,2.474,2.512,2.158,2.521,3.042e+05,1.96e+05,2.451e+05,3.203e+05,3.794e+05,3.897e+05,183707,392305,0.901,0.5139,0.6933,0.9264,1.134,1.252,0.469,1.282,0.2323,0.2235,0.2281,0.2339,0.2381,0.2389,0.2223,0.2391,8.417e-08,7.656e-08,7.924e-08,8.34e-08,8.832e-08,9.286e-08,7.589e-08,9.399e-08,14.67,11.2,12.17,14.05,16.55,19,10.96,19.62,0.0114,0.006388,0.008739,0.01161,0.01427,0.01612,0.0058,0.01659,0.02611,0.01431,0.02059,0.02674,0.03227,0.03703,0.01274,0.03822,0.9763,0.5613,0.8038,1.015,1.187,1.337,0.5007,1.375,2.137,1.207,1.688,2.115,2.564,3.098,1.087,3.232
80,5,80.02,76.07,78.22,80.14,81.93,83.82,75.53,84.29,35.47,33.42,34.14,35.07,36.39,38.08,33.23,38.5,0.9342,0.8896,0.9189,0.9435,0.9588,0.9657,0.8823,0.9675,2.515,2.113,2.252,2.528,2.791,2.897,2.078,2.924,2.845e+05,1.982e+05,2.38e+05,2.944e+05,3.408e+05,3.569e+05,188271,360858,0.8406,0.519,0.6723,0.8513,1.02,1.147,0.4807,1.179,0.9526,0.8891,0.9303,0.9689,0.9912,0.9932,0.8788,0.9937,3.442e-07,3.209e-07,3.362e-07,3.503e-07,3.583e-07,3.588e-07,3.171e-07,3.59e-07,15.34,12.25,13.57,15.16,16.93,18.7,11.91,19.14,0.01065,0.006208,0.008229,0.01064,0.01306,0.0151,0.005703,0.01561,0.0241,0.01382,0.01915,0.02423,0.02918,0.03422,0.01248,0.03548,0.9007,0.5526,0.7515,0.9166,1.066,1.226,0.5028,1.267,2.191,1.104,1.525,2.263,2.929,3.177,0.999,3.239
