quality,crop,ssimulacra2_mean,ssimulacra2_p05,ssimulacra2_p25,ssimulacra2_p50,ssimulacra2_p75,ssimulacra2_p95,ssimulacra2_min,ssimulacra2_max,psnr_mean,psnr_p05,psnr_p25,psnr_p50,psnr_p75,psnr_p95,psnr_min,psnr_max,ssim_mean,ssim_p05,ssim_p25,ssim_p50,ssim_p75,ssim_p95,ssim_min,ssim_max,butteraugli_mean,butteraugli_p05,butteraugli_p25,butteraugli_p50,butteraugli_p75,butteraugli_p95,butteraugli_min,butteraugli_max,file_size_mean,file_size_p05,file_size_p25,file_size_p50,file_size_p75,file_size_p95,file_size_min,file_size_max,bits_per_pixel_mean,bits_per_pixel_p05,bits_per_pixel_p25,bits_per_pixel_p50,bits_per_pixel_p75,bits_per_pixel_p95,bits_per_pixel_min,bits_per_pixel_max,encoding_time_mean,encoding_time_p05,encoding_time_p25,encoding_time_p50,encoding_time_p75,encoding_time_p95,encoding_time_min,encoding_time_max,encoding_time_per_pixel_mean,encoding_time_per_pixel_p05,encoding_time_per_pixel_p25,encoding_time_per_pixel_p50,encoding_time_per_pixel_p75,encoding_time_per_pixel_p95,encoding_time_per_pixel_min,encoding_time_per_pixel_max,compression_ratio_mean,compression_ratio_p05,compression_ratio_p25,compression_ratio_p50,compression_ratio_p75,compression_ratio_p95,compression_ratio_min,compression_ratio_max,bits_per_ssimulacra2_per_pixel_mean,bits_per_ssimulacra2_per_pixel_p05,bits_per_ssimulacra2_per_pixel_p25,bits_per_ssimulacra2_per_pixel_p50,bits_per_ssimulacra2_per_pixel_p75,bits_per_ssimulacra2_per_pixel_p95,bits_per_ssimulacra2_per_pixel_min,bits_per_ssimulacra2_per_pixel_max,bits_per_psnr_per_pixel_mean,bits_per_psnr_per_pixel_p05,bits_per_psnr_per_pixel_p25,bits_per_psnr_per_pixel_p50,bits_per_psnr_per_pixel_p75,bits_per_psnr_per_pixel_p95,bits_per_psnr_per_pixel_min,bits_per_psnr_per_pixel_max,bits_per_ssim_per_pixel_mean,bits_per_ssim_per_pixel_p05,bits_per_ssim_per_pixel_p25,bits_per_ssim_per_pixel_p50,bits_per_ssim_per_pixel_p75,bits_per_ssim_per_pixel_p95,bits_per_ssim_per_pixel_min,bits_per_ssim_per_pixel_max,bits_per_butteraugli_per_pixel_mean,bits_per_butteraugli_per_pixel_p05,bits_per_butteraugli_per_pixel_p25,bits_per_butteraugli_per_pixel_p50,bits_per_butteraugli_per_pixel_p75,bits_per_butteraugli_per_pixel_p95,bits_per_butteraugli_per_pixel_min,bits_per_butteraugli_per_pixel_max
50,400,60.97,50.14,56.78,62.62,65.47,69.73,44.31,72.09,30.28,28.1,29.36,30.25,31.09,33.29,22.82,35.36,0.8938,0.8112,0.8726,0.9029,0.9211,0.9491,0.7485,0.9654,3.408,2.696,3.053,3.272,3.673,4.833,2.388,5.527,1.493e+04,4983,1.084e+04,1.447e+04,1.88e+04,2.559e+04,3214,34438,1.096,0.3554,0.7995,1.073,1.429,1.918,0.2312,2.288,0.05117,0.03184,0.04528,0.05173,0.05906,0.0673,0.02062,0.08235,4.686e-07,2.76e-07,4.145e-07,4.726e-07,5.33e-07,6.265e-07,2.281e-07,6.839e-07,17.17,10.15,12.78,15.01,18.27,32.44,8.964,58.14,0.01796,0.00636,0.01324,0.01717,0.02238,0.03146,0.004587,0.0433,0.03711,0.01071,0.02608,0.03613,0.04775,0.06696,0.007199,0.08706,1.222,0.4153,0.8999,1.191,1.517,2.067,0.295,2.46,3.609,1.42,2.688,3.431,4.401,5.466,0.8418,9.388
50,800,58.72,46.73,54.66,59.5,63.74,66.92,40.56,71.7,30,27.89,28.98,30.02,30.9,33.29,22.59,35.35,0.886,0.8001,0.8654,0.8939,0.9149,0.9408,0.7451,0.9603,3.578,2.901,3.182,3.488,3.759,5.131,2.626,5.308,4.809e+04,1.387e+04,3.171e+04,4.632e+04,5.968e+04,9.158e+04,7408,124146,0.8837,0.2586,0.5656,0.8389,1.124,1.679,0.1335,2.062,0.1673,0.09761,0.1368,0.1656,0.194,0.2392,0.0703,0.2796,3.831e-07,2.208e-07,3.101e-07,3.853e-07,4.455e-07,5.492e-07,1.944e-07,6.108e-07,20.81,10.83,14.49,17.24,23.13,37.01,9.61,96.42,0.01502,0.004892,0.009813,0.01374,0.01929,0.02742,0.002689,0.03931,0.0302,0.007945,0.01843,0.02821,0.03908,0.06138,0.004154,0.08046,0.9927,0.2791,0.6479,0.9394,1.261,1.939,0.1645,2.251,3.037,1.046,2.087,2.851,3.661,5.402,0.4842,7.815
50,1200,57.62,45.64,53.74,58.38,62.89,66.3,42.8,69.72,29.87,27.63,28.84,29.81,30.74,33.11,22.74,35.44,0.882,0.7991,0.8619,0.8901,0.911,0.939,0.7448,0.9567,3.609,2.902,3.197,3.495,3.846,4.703,2.668,5.328,9.492e+04,2.629e+04,6.366e+04,8.841e+04,1.152e+05,1.899e+05,16410,262624,0.7757,0.2151,0.5174,0.7269,0.9619,1.59,0.132,1.937,0.3395,0.1958,0.2739,0.3363,0.4026,0.4987,0.1483,0.6234,3.452e-07,2.021e-07,2.844e-07,3.452e-07,3.944e-07,5.203e-07,1.602e-07,5.747e-07,22.56,11.4,16.03,18.87,25.24,39.56,9.924,96.57,0.01348,0.004179,0.008947,0.01204,0.01755,0.02618,0.002696,0.04101,0.02667,0.006361,0.01719,0.02498,0.03372,0.05648,0.004076,0.0795,0.8769,0.2384,0.5743,0.7961,1.085,1.79,0.1526,2.33,2.706,0.9167,1.93,2.432,3.3,4.827,0.5646,8.298
50,1600,56.98,45.18,52.83,57.96,62.07,65.97,41.08,69.56,29.79,27.63,28.73,29.69,30.71,32.98,22.78,35.27,0.8796,0.7982,0.8588,0.8861,0.909,0.9395,0.7449,0.9559,3.69,2.999,3.33,3.599,3.92,4.741,2.839,5.332,1.552e+05,3.822e+04,1.001e+05,1.471e+05,1.942e+05,3.089e+05,23112,448110,0.7125,0.1935,0.4645,0.6424,0.9009,1.44,0.1086,1.859,0.5682,0.3337,0.4503,0.5472,0.6701,0.8625,0.2345,1.057,3.249e-07,1.969e-07,2.645e-07,3.162e-07,3.677e-07,5.066e-07,1.377e-07,5.482e-07,23.65,11.86,16.09,20.32,26.2,41,10.24,93.19,0.01254,0.003794,0.007977,0.01108,0.01553,0.02439,0.00182,0.04048,0.02457,0.005639,0.01517,0.02192,0.03085,0.051,0.003335,0.07648,0.8076,0.2155,0.5297,0.7263,0.9819,1.594,0.126,2.242,2.542,0.8718,1.718,2.269,3.188,4.702,0.4419,7.922
50,2048,56.01,44.56,51.28,56.78,61.26,65.63,35.27,69.42,29.71,27.45,28.65,29.67,30.66,32.86,22.83,35.26,0.8766,0.7978,0.8518,0.8838,0.9069,0.9388,0.745,0.956,3.723,3.03,3.361,3.605,3.826,5.233,2.805,6.394,2.234e+05,5.99e+04,1.433e+05,2.007e+05,2.652e+05,4.806e+05,24798,603952,0.6313,0.1854,0.4038,0.5785,0.7465,1.376,0.07172,1.806,0.8578,0.5129,0.6786,0.8309,0.9853,1.347,0.3035,1.59,3.019e-07,1.838e-07,2.468e-07,2.999e-07,3.401e-07,4.814e-07,1.097e-07,5.635e-07,25.73,12.4,18.04,21.42,27.88,52,10.64,94.52,0.01131,0.003202,0.007139,0.01034,0.01381,0.02384,0.001218,0.04188,0.02185,0.00574,0.01357,0.0194,0.0258,0.0476,0.002206,0.07913,0.7179,0.2146,0.4593,0.648,0.8577,1.495,0.08345,2.315,2.278,0.7677,1.504,1.993,2.753,4.548,0.293,8.087
60,400,65.35,53.52,62.11,66.77,69.1,72.17,49.24,74.73,31,28.58,30.24,31.02,31.87,33.94,23.12,36.22,0.9086,0.8253,0.8899,0.9167,0.9337,0.9572,0.7626,0.9714,3.04,2.418,2.706,2.977,3.202,4.084,2.186,4.662,1.699e+04,6030,1.245e+04,1.639e+04,2.17e+04,2.856e+04,4140,38186,1.247,0.4133,0.9125,1.214,1.631,2.133,0.2988,2.537,0.05459,0.03222,0.04725,0.05514,0.0635,0.07295,0.02197,0.08713,4.991e-07,3.029e-07,4.313e-07,5.082e-07,5.67e-07,6.72e-07,2.43e-07,7.014e-07,14.95,9.078,11.1,13.16,15.88,28.39,8.085,44.99,0.01905,0.006773,0.0142,0.01849,0.02384,0.03222,0.005136,0.04402,0.04117,0.01207,0.0292,0.04022,0.05274,0.07348,0.008593,0.09744,1.368,0.4735,1.016,1.338,1.717,2.281,0.3327,2.732,3.67,1.469,2.781,3.448,4.486,5.579,1.042,9.022
60,800,63.34,53.61,59.87,63.76,67.64,70.68,44.39,73.66,30.72,28.62,29.75,30.81,31.53,33.76,22.91,36.05,0.9019,0.8195,0.8827,0.9087,0.9299,0.9508,0.756,0.9668,3.166,2.513,2.811,3.114,3.339,4.044,2.307,5.309,5.464e+04,1.63e+04,3.581e+04,5.294e+04,6.793e+04,1.024e+05,8674,138014,1.004,0.2907,0.6567,0.958,1.282,1.902,0.163,2.293,0.1763,0.1014,0.1477,0.1743,0.2092,0.2583,0.07637,0.2939,4.036e-07,2.269e-07,3.354e-07,4.041e-07,4.72e-07,5.956e-07,1.886e-07,6.216e-07,18.09,9.702,12.74,15.05,20.33,32.32,8.644,72.69,0.01582,0.004892,0.01034,0.01503,0.01989,0.02904,0.002807,0.04095,0.03346,0.00917,0.02096,0.03108,0.04325,0.06665,0.004788,0.08944,1.108,0.3167,0.7351,1.048,1.404,2.134,0.1797,2.508,3.067,1.045,2.132,2.79,3.856,5.295,0.5991,8.376
60,1200,62.38,52.54,58.79,63.27,66.64,69.97,48.41,73.91,30.59,28.47,29.6,30.62,31.46,33.83,23,36.08,0.8986,0.8179,0.8799,0.9072,0.9242,0.9495,0.7567,0.964,3.284,2.653,2.931,3.176,3.503,4.25,2.595,5.485,1.08e+05,2.96e+04,7.391e+04,1.009e+05,1.314e+05,2.158e+05,18322,287054,0.8828,0.2472,0.5853,0.8352,1.093,1.803,0.1531,2.117,0.3601,0.2046,0.285,0.3536,0.4197,0.5201,0.1524,0.6431,3.662e-07,2.174e-07,2.976e-07,3.641e-07,4.144e-07,5.449e-07,1.662e-07,5.928e-07,19.57,10.13,14.16,16.63,21.67,33.72,9.079,70.61,0.01415,0.004281,0.00926,0.01304,0.01799,0.02708,0.002672,0.04195,0.02959,0.00737,0.01949,0.02798,0.03704,0.06136,0.004478,0.08827,0.9797,0.271,0.6435,0.8975,1.202,1.98,0.1683,2.579,2.818,1.042,2.009,2.528,3.563,4.997,0.5448,9.624
60,1600,61.85,51.85,58.51,62.64,66.07,69.07,48.79,71.43,30.51,28.39,29.6,30.45,31.42,33.63,23.04,35.86,0.8964,0.8177,0.8759,0.9046,0.9239,0.9495,0.7558,0.9639,3.236,2.68,2.923,3.151,3.468,3.942,2.316,4.827,1.767e+05,4.476e+04,1.172e+05,1.688e+05,2.194e+05,3.462e+05,25910,497322,0.8113,0.2203,0.5379,0.7317,1.012,1.622,0.1218,2.064,0.6013,0.3401,0.4692,0.5983,0.7032,0.9026,0.2412,1.11,3.437e-07,2.019e-07,2.782e-07,3.352e-07,3.946e-07,5.417e-07,1.417e-07,5.76e-07,20.59,10.6,14.31,17.81,22.53,36.24,9.223,70.07,0.01311,0.003876,0.008629,0.01178,0.016,0.02559,0.001929,0.03995,0.02727,0.006423,0.01705,0.02454,0.03453,0.05611,0.003692,0.08458,0.9023,0.2462,0.6113,0.8159,1.105,1.808,0.14,2.463,2.54,0.8341,1.751,2.247,3.191,4.619,0.4527,7.453
60,2048,60.91,51.2,57.16,61.6,65.32,69.27,43.21,72.75,30.43,28.15,29.46,30.41,31.37,33.46,23.13,35.94,0.8938,0.818,0.8737,0.9017,0.9201,0.9457,0.756,0.9637,3.294,2.585,2.994,3.205,3.549,4.153,2.47,5.178,2.542e+05,6.729e+04,1.661e+05,2.314e+05,3.098e+05,5.477e+05,27812,672736,0.7183,0.2148,0.4579,0.6533,0.8518,1.532,0.08043,2.032,0.9093,0.5414,0.7255,0.8781,1.04,1.444,0.3156,1.721,3.198e-07,1.957e-07,2.606e-07,3.147e-07,3.549e-07,5.208e-07,1.141e-07,5.811e-07,22.44,11.16,15.83,19,24.27,44.39,9.457,84.9,0.0118,0.003446,0.007614,0.01095,0.01409,0.02503,0.001267,0.04404,0.02424,0.006332,0.01497,0.02174,0.02828,0.05264,0.002437,0.08784,0.8013,0.2412,0.5132,0.7253,0.9615,1.644,0.09232,2.559,2.289,0.746,1.567,2.078,2.642,4.728,0.2933,8.312
70,400,69.29,59.14,66.16,70.31,72.48,75.05,53.4,77.08,31.77,29.14,31.05,31.81,32.67,34.61,23.31,36.87,0.9218,0.8441,0.9041,0.9314,0.9442,0.9649,0.79,0.9776,2.735,2.078,2.432,2.657,2.963,3.599,1.919,4.776,1.929e+04,7381,1.442e+04,1.875e+04,2.448e+04,3.162e+04,4630,41770,1.416,0.4952,1.077,1.395,1.843,2.371,0.3481,2.775,0.0575,0.03604,0.05144,0.05855,0.06568,0.07584,0.02347,0.09108,5.258e-07,3.243e-07,4.69e-07,5.268e-07,6.031e-07,7.035e-07,2.596e-07,7.229e-07,12.98,8.096,9.861,11.61,13.79,23.8,7.285,31.65,0.0204,0.007845,0.01551,0.01991,0.02554,0.03409,0.005304,0.04462,0.04553,0.01396,0.03285,0.04407,0.05738,0.07992,0.009441,0.1071,1.531,0.5733,1.155,1.486,1.924,2.512,0.3707,3.006,3.749,1.626,2.911,3.656,4.398,5.539,1.089,9.909
70,800,67.51,57.84,64.88,68.33,71.07,73.99,48.85,76.63,31.47,29.22,30.58,31.57,32.4,34.45,23.17,36.65,0.916,0.8403,0.8981,0.9233,0.9401,0.9597,0.7784,0.9737,2.826,2.253,2.545,2.756,2.974,3.731,1.984,4.466,6.208e+04,1.913e+04,4.07e+04,6.057e+04,7.665e+04,1.139e+05,9578,151184,1.141,0.34,0.7525,1.093,1.447,2.112,0.18,2.511,0.1855,0.1093,0.1524,0.1853,0.2205,0.2654,0.07904,0.3094,4.245e-07,2.467e-07,3.526e-07,4.259e-07,4.963e-07,6.096e-07,2.061e-07,6.496e-07,15.63,8.784,11.3,13.2,17.77,28.3,7.696,60.3,0.01685,0.005073,0.01117,0.01594,0.02123,0.03036,0.002849,0.04158,0.03704,0.01053,0.02375,0.03438,0.0474,0.07226,0.005229,0.09887,1.24,0.3667,0.8328,1.181,1.562,2.379,0.1968,2.775,3.113,1.111,2.307,3.002,3.898,5.13,0.6008,9.728
